Rank,CCA3,Country/Territory,Capital,Continent,2022 Population,,2020 Population,2020VS1970,2020VS2010,2020VS2015,2015 Population,2015vs2010,2010 Population,2010vs2000,2000 Population,2000vs1990,1990 Population,1990vs1980,1980 Population,1980vs1970,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage
111,TKM,Turkmenistan,Ashgabat,Asia,6430770,1.115208003,6250438,2.839260082,1.186498405,1.08393528,5766431,1.094621078,5267970,1.15294765,4569132,1.228169508,3720278,1.299477488,2862903,1.300473056,2201432,488100,13.1751,1.014,0.08
212,TCA,Turks and Caicos Islands,Cockburn Town,America,45703,1.250834747,44276,7.815710503,1.489470497,1.211779517,36538,1.229159658,29726,1.585894153,18744,1.600819882,11709,1.541063438,7598,1.341218005,5665,948,48.2099,1.0131,0
227,TUV,Tuvalu,Funafuti,Oceania,11312,1.039992645,11069,1.903852769,1.049194313,1.017651926,10877,1.030995261,10550,1.094625441,9638,1.049662383,9182,1.18768594,7731,1.329721362,5814,26,435.0769,1.0096,0
31,UGA,Uganda,Kampala,Africa,47249585,1.260750225,44404611,4.303935113,1.372982019,1.184838413,37477356,1.158792629,32341728,1.346410889,24020697,1.36584991,17586630,1.323893073,13284026,1.287559662,10317212,241550,195.61,1.0304,0.59
38,UKR,Ukraine,Kiev,Europe,39701739,0.882602846,43909666,0.928733394,0.961181332,0.976148581,44982564,0.984667038,45683020,0.93460002,48879755,0.947469052,51589817,1.032334806,49973920,1.056998437,47279086,603500,65.7858,0.912,0.5
97,ARE,United Arab Emirates,Abu Dhabi,Asia,9441129,1.058790618,9287289,31.15661693,1.094970496,1.041537983,8916899,1.05130155,8481771,2.589590432,3275333,1.723722483,1900151,1.873827472,1014048,3.401886716,298084,83600,112.9322,1.0081,0.12
21,GBR,United Kingdom,London,Europe,67508936,1.035026359,67059474,1.2050184,1.068505933,1.028135345,65224364,1.03926583,62760039,1.066439985,58850043,1.028659121,57210442,1.015696283,56326328,1.012150224,55650166,242900,277.9289,1.0034,0.85
3,USA,United States,"Washington, D.C.",America,338289857,1.042149579,335942003,1.676956955,1.079564662,1.034916684,324607776,1.043141617,311182845,1.101927898,282398554,1.138319517,248083732,1.111785032,223140018,1.113871447,200328340,9372610,36.0935,1.0038,4.24
200,VIR,United States Virgin Islands,Charlotte Amalie,America,99465,0.96753013,100442,1.583110046,0.946298355,0.977033744,102803,0.968542142,106142,0.981115681,108185,1.074489745,100685,1.041856374,96640,1.523185071,63446,347,286.6427,0.9937,0
133,URY,Uruguay,Montevideo,America,3422794,1.005870429,3429086,1.228946355,1.022798377,1.007719484,3402818,1.014963383,3352651,1.018354462,3292224,1.056211526,3117012,1.055272789,2953750,1.058591209,2790265,181034,18.9069,0.999,0.04
43,UZB,Uzbekistan,Tashkent,Asia,34627652,1.118846665,33526656,2.791245388,1.171677851,1.083272619,30949417,1.081609404,28614227,1.147987603,24925554,1.211207196,20579100,1.290457988,15947129,1.327670445,12011361,447400,77.3975,1.016,0.43
181,VUT,Vanuatu,Port-Vila,Oceania,326740,1.181964853,311685,3.581803974,1.269835773,1.127504178,276438,1.12623598,245453,1.277908514,192074,1.273008046,150882,1.276972816,118156,1.357818407,87019,12189,26.8061,1.0238,0
234,VAT,Vatican City,Vatican City,Europe,510,0.904255319,520,0.691489362,0.872483221,0.921985816,564,0.946308725,596,0.915514593,651,0.93,700,0.954979536,733,0.974734043,752,1,510,0.998,0
51,VEN,Venezuela,Caracas,America,28301696,0.927021267,28490453,2.5089618,0.99217939,0.933203997,30529716,1.063196678,28715022,1.175509275,24427729,1.236810779,19750579,1.298488085,15210443,1.339480999,11355475,916445,30.882,1.0036,0.35
16,VNM,Vietnam,Hanoi,Asia,98186856,1.065032727,96648685,2.30506411,1.105680884,1.048348188,92191398,1.054688601,87411012,1.106452512,79001142,1.18066144,66912613,1.263258419,52968270,1.263289388,41928849,331212,296.4472,1.0074,1.23
226,WLF,Wallis and Futuna,Mata-Utu,Oceania,11572,0.949926121,11655,1.242934841,0.886851316,0.956739452,12182,0.926951758,13142,0.892616994,14723,1.094321391,13454,1.189041096,11315,1.206675909,9377,142,81.493,0.9953,0
172,ESH,Western Sahara,El Aaiún,Africa,575986,1.17112219,556048,7.280878868,1.345398939,1.130583298,491824,1.190004258,413296,1.528602866,270375,1.514459836,178529,1.528828945,116775,1.529048985,76371,266000,2.1654,1.0184,0.01
46,YEM,Yemen,Sanaa,Asia,33696614,1.181651354,32284046,4.717402095,1.304725043,1.132116321,28516545,1.152465536,24743946,1.328270142,18628700,1.3927874,13375121,1.453037598,9204938,1.345041876,6843607,527968,63.8232,1.0217,0.42
63,ZMB,Zambia,Lusaka,Africa,20017675,1.231991115,18927715,4.42063741,1.37236057,1.164909347,16248230,1.178083576,13792086,1.394388471,9891136,1.286835803,7686401,1.343673509,5720438,1.336029321,4281671,752612,26.5976,1.028,0.25
74,ZWE,Zimbabwe,Harare,Africa,16320537,1.152992557,15669666,3.011707277,1.220400738,1.107010649,14154937,1.102429085,12839771,1.084927969,11834676,1.170140519,10113893,1.43460981,7049926,1.35499464,5202918,390757,41.7665,1.0204,0.2
